RT_title,RT_aud_score,RT_crit_score,RT_mpaa_rating,RT_runtime,RT_year,num_title,num_month,num_day,num_year,num_budget,num_gross
Die Hard 3: With a Vengeance,84,51,R,128,1995,Die Hard With a Vengeance,5,19,1995,90000000,100012499
Atlantis - The Lost Empire,51,49,PG,95,2001,Atlantis The Lost Empire,6,8,2001,90000000,84052762
A.I. Artificial Intelligence,64,73,PG-13,145,2001,Artificial Intelligence AI,6,29,2001,90000000,78616689
Hollow Man,27,27,R,112,2000,Hollow Man,8,4,2000,90000000,73209340
The Interpreter,55,56,PG-13,128,2005,The Interpreter,4,22,2005,90000000,727081610
Percy Jackson: Sea of Monsters,57,41,PG,110,2013,Percy Jackson Sea of Monsters,8,7,2013,90000000,68559554
Lara Croft Tomb Raider - The Cradle of Life,45,24,PG-13,117,2003,Lara Croft Tomb Raider The Cradle of Life,7,25,2003,90000000,65653758
Spy Game,76,66,R,127,2001,Spy Game,11,21,2001,90000000,62362560
The Saint,64,30,PG-13,116,1997,The Saint,4,4,1997,90000000,61363304
Mission To Mars,30,25,PG,112,2000,Mission to Mars,3,10,2000,90000000,60874615
Bicentennial Man,58,37,PG,131,1999,Bicentennial Man,12,17,1999,90000000,58220776
King Arthur,60,31,PG-13,126,2004,King Arthur,7,7,2004,90000000,51877963
Volcano,32,44,PG-13,102,1997,Volcano,4,25,1997,90000000,47546796
The Devil's Own,42,29,R,111,1997,The Devils Own,3,26,1997,90000000,42885593
K-19: The Widowmaker,53,60,PG-13,137,2002,K19 The Widowmaker,7,19,2002,90000000,35168966
Conan the Barbarian,30,24,R,112,2011,Conan the Barbarian 3D,8,19,2011,90000000,21295021
The Three Musketeers,40,24,PG-13,110,2011,The Three Musketeers 3D,10,21,2011,90000000,20377913
Twister,58,58,PG-13,113,1996,Twister,5,10,1996,88000000,241888385
Cinderella Man,91,80,PG-13,144,2005,Cinderella Man,6,3,2005,88000000,61649911
Fantastic Four,46,27,PG-13,123,2005,Fantastic Four,7,8,2005,87500000,154696080
Hannibal,63,39,R,131,2001,Hannibal,2,9,2001,87000000,165092266
Seabiscuit,76,77,PG-13,140,2003,Seabiscuit,7,25,2003,86000000,120277854
Cast Away,83,90,PG-13,143,2000,Cast Away,12,22,2000,85000000,233632142
Happy Feet,70,75,PG,108,2006,Happy Feet,11,17,2006,85000000,198000317
Ocean's Eleven,79,82,PG-13,117,2001,Oceans Eleven,12,7,2001,85000000,183417150
The Bourne Supremacy,90,81,PG-13,108,2004,The Bourne Supremacy,7,23,2004,85000000,176087450
Air Force One,66,79,R,124,1997,Air Force One,7,25,1997,85000000,172956409
Fast & Furious,68,27,PG-13,107,2009,Fast  Furious,4,3,2009,85000000,155064265
Dr. Seuss' Horton Hears a Who!,73,79,G,86,2008,Horton Hears a Who,3,14,2008,85000000,154529439
Hotel Transylvania,72,45,PG,91,2012,Hotel Transylvania,9,28,2012,85000000,148313048
Enchanted,80,93,PG,108,2007,Enchanted,11,21,2007,85000000,127706877
I Now Pronounce You Chuck and Larry,69,14,PG-13,115,2007,I Now Pronounce You Chuck and Larry,7,20,2007,85000000,119725280
Ocean's Thirteen,75,70,PG-13,122,2007,Oceans Thirteen,6,8,2007,85000000,117144465
It's Complicated,60,56,R,120,2009,Its Complicated,12,25,2009,85000000,112735375
Enemy of the State,78,71,R,150,1998,Enemy of the State,11,20,1998,85000000,111549836
Open Season,57,48,PG,86,2006,Open Season,9,29,2006,85000000,85105259
Tower Heist,49,68,PG-13,99,2011,Tower Heist,11,4,2011,85000000,78046570
102 Dalmatians,32,31,G,100,2000,102 Dalmatians,11,22,2000,85000000,66941559
Mirror Mirror,45,49,PG,95,2012,Mirror Mirror,3,30,2012,85000000,64935167
The Holiday,80,47,PG-13,135,2006,The Holiday,12,8,2006,85000000,63280000
The Fast and the Furious: Tokyo Drift,71,36,PG-13,98,2006,The Fast and the Furious Tokyo Drift,6,16,2006,85000000,62615510
Memoirs of a Geisha,83,35,PG-13,105,2005,Memoirs of a Geisha,12,9,2005,85000000,57010853
Enemy at the Gates,83,54,R,131,2001,Enemy at the Gates,3,16,2001,85000000,51396781
Last Action Hero,45,39,PG-13,131,1993,Last Action Hero,6,18,1993,85000000,50016394
The Rundown (Welcome to the Jungle),67,71,PG-13,105,2003,The Rundown,9,26,2003,85000000,47641743
Arthur Christmas,77,91,PG,97,2011,Arthur Christmas,11,23,2011,85000000,46462469
Cats & Dogs: The Revenge of Kitty Galore,38,14,PG,82,2010,Cats  Dogs The Revenge of Kitty Galore,7,30,2010,85000000,45539292
Meet Joe Black,81,51,PG-13,181,1998,Meet Joe Black,11,13,1998,85000000,44650003
Collateral Damage,27,18,R,105,2002,Collateral Damage,2,8,2002,85000000,40048332
Showtime,25,25,PG-13,95,2002,Showtime,3,15,2002,85000000,37948765
Judge Dredd,30,18,R,96,1995,Judge Dredd,6,30,1995,85000000,34687912
Zodiac,76,89,R,157,2007,Zodiaca,3,2,2007,85000000,33080084
Scott Pilgrim vs. the World,83,82,PG-13,113,2010,Scott Pilgrim vs The World,8,13,2010,85000000,31611316
The Core,34,41,PG-13,135,2003,The Core,3,28,2003,85000000,31111260
Fathers' Day,25,19,PG-13,102,1997,Fathers Day,5,9,1997,85000000,28681080
Scooby-Doo,37,30,PG,86,2002,ScoobyDoo,6,14,2002,84000000,153294164
Nutty Professor II - The Klumps,33,26,PG-13,107,2000,Nutty Professor II The Klumps,7,28,2000,84000000,123307945
Red 2,64,42,PG-13,116,2013,RED 2,7,19,2013,84000000,53262560
Click,67,32,PG-13,107,2006,Click,6,23,2006,82500000,137355633
Charlotte's Web,63,78,G,97,2006,Charlottes Web,12,15,2006,82500000,82985708
Jumper,45,16,PG-13,88,2008,Jumper,2,14,2008,82500000,81168265
Hellboy II: The Golden Army (Hellboy 2),70,87,PG-13,120,2008,Hellboy 2 The Golden Army,7,11,2008,82500000,75986503
The Longest Yard,62,31,PG-13,113,2005,The Longest Yard,5,27,2005,82000000,158119460
The Expendables,65,41,R,103,2010,The Expendables,8,13,2010,82000000,103068524
The 6th Day,32,41,PG-13,123,2000,The 6th Day,11,17,2000,82000000,34543701
Bruce Almighty,57,48,PG-13,102,2003,Bruce Almighty,5,23,2003,81000000,242704995
The Hunger Games,81,84,PG-13,142,2012,The Hunger Games,3,23,2012,80000000,408010692
Mission: Impossible,71,61,PG-13,110,1996,Mission Impossible,5,21,1996,80000000,180981886
Batman Returns,72,81,PG-13,126,1992,Batman Returns,6,18,1992,80000000,162833635
The Mummy,75,55,PG-13,125,1999,The Mummy,5,7,1999,80000000,155385488
Over the Hedge,71,75,PG,84,2006,Over the Hedge,5,19,2006,80000000,155019340
Lilo & Stitch,76,86,PG,64,2002,Lilo  Stitch,6,21,2002,80000000,145771527
Deep Impact,43,47,PG-13,121,1998,Deep Impact,5,8,1998,80000000,140464664
Grown Ups 2,55,7,PG-13,101,2013,Grown Ups 2,7,12,2013,80000000,133668525
Robots,53,64,PG,89,2005,Robots,3,11,2005,80000000,128200012
Shutter Island,76,69,R,138,2010,Shutter Island,2,19,2010,80000000,128012934
Something's Gotta Give,70,71,PG-13,123,2003,Somethings Gotta Give,12,12,2003,80000000,124685242
Four Christmases,48,25,PG-13,89,2008,Four Christmases,11,26,2008,80000000,120146040
Face/Off,83,91,R,138,1997,FaceOff,6,27,1997,80000000,112276146
Bedtime Stories,57,25,PG,95,2008,Bedtime Stories,12,25,2008,80000000,110101975
Just Go with It,60,19,PG-13,116,2011,Just Go With It,2,11,2011,80000000,103028109
Daredevil,36,45,PG-13,104,2003,Daredevil,2,14,2003,80000000,102543518
Eagle Eye,62,26,PG-13,117,2008,Eagle Eye,9,26,2008,80000000,101440743
Con Air,76,55,R,115,1997,Con Air,6,6,1997,80000000,101117573
Cold Mountain,77,71,R,154,2003,Cold Mountain,12,25,2003,80000000,95632614
The Book of Eli,64,48,R,118,2010,The Book of Eli,1,15,2010,80000000,94835059
Flubber,32,23,PG,93,1997,Flubber,11,26,1997,80000000,92993801
The Haunting,28,17,PG-13,113,1999,The Haunting,7,23,1999,80000000,91188905
Space Jam,63,35,PG,88,1996,Space Jam,11,15,1996,80000000,90463534
The Pink Panther,52,22,PG,93,2006,The Pink Panther,2,10,2006,80000000,82226474
Zookeeper,42,14,PG,101,2011,Zookeeper,7,8,2011,80000000,80360866
The Day the Earth Stood Still,27,21,PG-13,103,2008,The Day the Earth Stood Still,12,12,2008,80000000,79366978
Conspiracy Theory,65,52,R,135,1997,Conspiracy Theory,8,8,1997,80000000,76118990
"Six Days, Seven Nights",36,36,PG-13,101,1998,Six Days Seven Nights,6,12,1998,80000000,74339294
Spirit - Stallion of the Cimarron,76,69,G,83,2002,Spirit Stallion of the Cimarron,5,24,2002,80000000,73215310
Swordfish,61,26,R,97,2001,Swordfish,6,8,2001,80000000,69772969
Lost in Space,24,29,PG-13,130,1998,Lost In Space,4,3,1998,80000000,69117629
The Manchurian Candidate,63,81,R,130,2004,The Manchurian Candidate,7,30,2004,80000000,65948711
Bewitched,29,25,PG-13,102,2005,Bewitched,6,24,2005,80000000,63313159
Fantasia 2000,75,82,G,90,1999,Fantasia 2000 IMAX,1,1,2000,80000000,60507228
The Time Machine,38,29,PG-13,96,2002,The Time Machine,3,8,2002,80000000,56684819
What Dreams May Come,85,54,PG-13,113,1998,What Dreams May Come,10,2,1998,80000000,55485043
Mighty Joe Young,40,52,PG,114,1998,Mighty Joe Young,12,25,1998,80000000,50632037
The Legend of Zorro,49,26,PG,129,2005,The Legend of Zorro,10,28,2005,80000000,45575336
Little Nicky,57,22,PG-13,84,2000,Little Nicky,11,10,2000,80000000,39442871
Surrogates,38,39,PG-13,89,2009,Surrogates,9,25,2009,80000000,38577772
Evolution,48,43,PG-13,102,2001,Evolution,6,8,2001,80000000,38311134
The Brothers Grimm,39,38,PG-13,118,2005,The Brothers Grimm,8,26,2005,80000000,37899638
Mars Attacks!,53,52,PG-13,108,1996,Mars Attacks,12,13,1996,80000000,37771017
The Wild,36,20,G,82,2006,The Wild,4,14,2006,80000000,37384046
Thirteen Days,80,83,PG-13,145,2000,Thirteen Days,12,22,2000,80000000,34566746
Daylight,37,21,PG-13,115,1996,Daylight,12,6,1996,80000000,32908290
Battlefield Earth,11,2,PG-13,118,2000,Battlefield Earth,5,12,2000,80000000,21471685
Looney Tunes: Back in Action,50,56,PG,90,2003,Looney Tunes Back in Action,11,14,2003,80000000,20950820
Nine,37,37,PG-13,113,2009,Nine,12,18,2009,80000000,19676965
Timeline,46,12,PG-13,116,2003,Timeline,11,26,2003,80000000,19480739
Oceans (Disneynature's Oceans),74,81,G,103,2009,Oceans,4,22,2010,80000000,19422319
Babe: Pig in the City,40,61,G,90,1998,Babe Pig in the City,11,25,1998,80000000,18319860
The Postman,49,9,R,177,1997,The Postman,12,25,1997,80000000,17650704
Red Planet,28,14,PG-13,108,2000,Red Planet,11,10,2000,80000000,17480890
The Invasion,41,20,PG-13,99,2007,The Invasion,8,17,2007,80000000,15074191
A Sound of Thunder,18,6,PG-13,102,2005,A Sound of Thunder,9,2,2005,80000000,1900451
The Lion King,93,90,G,87,1994,The Lion King,6,15,1994,79300000,422780140
Journey 2: The Mysterious Island,60,42,PG,94,2012,Journey 2 The Mysterious Island,2,10,2012,79000000,103860290
A Beautiful Mind,93,76,PG-13,135,2001,A Beautiful Mind,12,21,2001,78000000,170708996
Cloudy with a Chance of Meatballs 2,67,69,PG,95,2013,Cloudy with a Chance of Meatballs 2,9,27,2013,78000000,119151927
Red Dragon,74,69,R,125,2002,Red Dragon,10,4,2002,78000000,92955420
Hidalgo,65,46,PG-13,135,2004,Hidalgo,3,5,2004,78000000,67286731
The League of Extraordinary Gentlemen,44,17,PG-13,110,2003,The League of Extraordinary Gentlemen,7,11,2003,78000000,66465204
Exorcist - The Beginning,28,11,R,114,2004,Exorcist The Beginning,8,20,2004,78000000,41814863
Despicable Me 2,85,75,PG,98,2013,Despicable Me 2,7,2,2013,76000000,368065385
2 Fast 2 Furious,50,36,PG-13,108,2003,2 Fast 2 Furious,6,6,2003,76000000,127120058
Children of Men,84,93,R,109,2006,Children of Men,12,25,2006,76000000,35552383
The Adventures of Rocky & Bullwinkle,19,42,PG,92,2000,The Adventures of Rocky  Bullwinkle,6,30,2000,76000000,26000610
Independence Day,75,60,PG-13,145,1996,Independence Day,7,2,1996,75000000,306169255
The Lost World - Jurassic Park,51,52,PG-13,134,1997,The Lost World Jurassic Park,5,22,1997,75000000,229086679
Ice Age 2: The Meltdown,71,57,PG,90,2006,Ice Age The Meltdown,3,31,2006,75000000,195330621
Madagascar,67,55,PG,86,2005,Madagascar,5,27,2005,75000000,193595521
Grown Ups,63,10,PG-13,102,2010,Grown Ups,6,25,2010,75000000,162001186
Shark Tale,50,36,PG,90,2004,Shark Tale,10,1,2004,75000000,161412000
X-Men,83,82,PG-13,104,2000,XMen,7,14,2000,75000000,157299717
Wanted,69,71,R,110,2008,Wanted,6,27,2008,75000000,134508551
The Rock,86,67,R,136,1996,The Rock,6,7,1996,75000000,134069511
50 First Dates,65,44,PG-13,99,2004,50 First Dates,2,13,2004,75000000,120776832
Hairspray,85,91,PG,117,2007,Hairspray,7,20,2007,75000000,118871849
Dreamgirls,71,78,PG-13,130,2006,Dreamgirls,12,15,2006,75000000,103365956
Inspector Gadget,18,21,PG,77,1999,Inspector Gadget,7,23,1999,75000000,97387965
Immortals,49,35,R,110,2011,Immortals,11,11,2011,75000000,83504017
Valkyrie,65,62,PG-13,120,2008,Valkyrie,12,25,2008,75000000,83077762
The Terminal,74,60,PG-13,128,2004,The Terminal,6,18,2004,75000000,77073959
Constantine,73,46,R,120,2005,Constantine,2,18,2005,75000000,75976178
Monster House,63,74,PG,91,2006,Monster House,7,21,2006,75000000,73661010
Vertical Limit,42,48,PG-13,124,2000,Vertical Limit,12,8,2000,75000000,68473360
Charlie Wilson's War,74,81,R,102,2007,Charlie Wilsons War,12,21,2007,75000000,66661095
Life,78,50,R,108,1999,Life,4,16,1999,75000000,64062587
Be Cool,43,30,PG-13,119,2005,Be Cool,3,4,2005,75000000,55849401
Munich,83,78,R,163,2005,Munich,12,23,2005,75000000,47379090
Killers,41,11,PG-13,100,2010,Killers,6,4,2010,75000000,47059963
Tears of the Sun,70,33,R,121,2003,Tears of the Sun,3,7,2003,75000000,43632458
Lady in the Water,49,24,PG-13,109,2006,Lady in the Water,7,21,2006,75000000,42285169
Spanglish,61,53,PG-13,130,2004,Spanglish,12,17,2004,75000000,42044321
Bandits,59,65,PG-13,122,2001,Bandits,10,12,2001,75000000,41523271
Anna and the King,65,51,PG-13,147,1999,Anna and the King,12,17,1999,75000000,39251128
First Knight,56,47,PG-13,131,1995,First Knight,7,7,1995,75000000,37361412
Sucker Punch,47,23,PG-13,110,2011,Sucker Punch,3,25,2011,75000000,36392502
Hostage,63,35,R,73,2005,Hostage,3,11,2005,75000000,34636443
Hollywood Homicide,28,30,PG-13,116,2003,Hollywood Homicide,6,13,2003,75000000,30207785
Titan A.E.,61,52,PG,95,2000,Titan AE,6,16,2000,75000000,22751979
Flight of the Phoenix,41,30,PG-13,112,2004,Flight of the Phoenix,12,17,2004,75000000,21009180
Soldier,43,10,R,95,1998,Soldier,10,23,1998,75000000,14623082
Virus,20,9,R,100,1999,Virus,1,15,1999,75000000,14010690
Monkeybone,28,20,PG-13,92,2001,Monkeybone,2,23,2001,75000000,5409517
Unbreakable,77,68,PG-13,107,2000,Unbreakable,11,22,2000,73243106,94999143
Talladega Nights: The Ballad of Ricky Bobby,73,72,PG-13,110,2006,Talladega Nights The Ballad of Ricky Bobby,8,4,2006,73000000,148213377
Snake Eyes,35,40,R,107,1998,Snake Eyes,8,7,1998,73000000,55591409
Sphere,39,12,PG-13,152,1998,Sphere,2,13,1998,73000000,37068294
The Simpsons Movie,77,90,PG-13,86,2007,The Simpsons Movie,7,27,2007,72500000,183135014
Fool's Gold,48,11,PG-13,112,2008,Fools Gold,2,8,2008,72500000,70231041
Funny People,48,68,R,146,2009,Funny People,7,31,2009,72500000,51855045
Indiana Jones and the Kingdom of the Crystal Skull,54,78,PG-13,122,2008,The Kingdom,9,28,2007,72500000,47467250
Braveheart,85,81,R,177,1995,Braveheart,5,24,1995,72000000,75545647
Jarhead,68,61,R,122,2005,Jarhead,11,4,2005,72000000,62647540
Driven,34,14,PG-13,117,2001,Driven,4,27,2001,72000000,32616869
The Majestic,61,42,PG,150,2001,The Majestic,12,21,2001,72000000,27796042
Two Brothers,76,78,PG,104,2004,Two Brothers,6,25,2004,72000000,19176754
The Village,57,43,PG-13,109,2004,The Village,7,30,2004,71682975,114197520
Doctor Dolittle,35,-1,PG-13,86,1998,Doctor Dolittle,6,26,1998,71500000,144156605
Signs,67,74,PG-13,106,2002,Signs,8,2,2002,70702619,227965690
Shrek 2,69,89,PG,93,2004,Shrek 2,5,19,2004,70000000,441226247
Cars,80,74,G,116,2006,Cars,6,9,2006,70000000,244082982
Alvin and the Chipmunks: The Squeakquel,50,21,PG,88,2009,Alvin and the Chipmunks The Squeakquel,12,23,2009,70000000,219614612
Who Framed Roger Rabbit,84,98,PG,104,1988,Who Framed Roger Rabbit,6,22,1988,70000000,154112492
Runaway Bride,53,46,PG,109,1999,Runaway Bride,7,30,1999,70000000,152257509
XXX,59,48,PG-13,84,2002,xXx,8,9,2002,70000000,141930000
Ransom,62,75,R,120,1996,Ransom,11,8,1996,70000000,136492681
Inglourious Basterds,87,89,R,153,2009,Inglourious Basterds,8,20,2009,70000000,120831050
Hook,77,31,PG,136,1991,Hook,12,11,1991,70000000,119654823
Die Hard 2,70,66,R,124,1990,Die Hard 2,7,3,1990,70000000,117323878
S.W.A.T.,53,48,PG-13,117,2003,SWAT,8,8,2003,70000000,116877597
Sleepy Hollow,81,67,R,105,1999,Sleepy Hollow,11,19,1999,70000000,101068340
Vanilla Sky,73,40,R,136,2001,Vanilla Sky,12,14,2001,70000000,100614858
Hercules,75,84,G,92,1997,Hercules,6,13,1997,70000000,99112101
Olympus Has Fallen,68,48,R,119,2013,Olympus Has Fallen,3,22,2013,70000000,98927592
Battle: Los Angeles,48,35,PG-13,116,2011,Battle Los Angeles,3,11,2011,70000000,83552429
AVP - Alien Vs. Predator,39,21,PG-13,87,2004,AVP Alien Vs Predator,8,13,2004,70000000,80281096
War Horse,74,77,PG-13,146,2011,War Horse,12,25,2011,70000000,79883359
We Were Soldiers,84,63,R,139,2002,We Were Soldiers,3,1,2002,70000000,78120196
Star Trek - Insurrection,45,55,PG,102,1998,Star Trek Insurrection,12,11,1998,70000000,70187658
Big Fish,90,77,PG-13,125,2004,Big Fish,12,10,2003,70000000,66432867
Wolf,42,61,R,125,1994,Wolf,6,17,1994,70000000,65011757
Underworld Awakening,62,26,R,88,2012,Underworld Awakening,1,20,2012,70000000,62321039
The Abyss,83,88,PG-13,140,1989,The Abyss,8,9,1989,70000000,54243125
The Dilemma,29,24,PG-13,110,2011,The Dilemma,1,14,2011,70000000,48475290
The Siege,54,45,R,120,1998,The Siege,11,6,1998,70000000,40934175
Stardust,86,76,PG-13,127,2007,Stardust,8,10,2007,70000000,38634938
Rock of Ages,55,41,PG-13,123,2012,Rock of Ages,6,15,2012,70000000,38518613
Seven Years in Tibet,74,61,PG-13,134,1997,Seven Years in Tibet,10,8,1997,70000000,37945884
Sky Captain and the World of Tomorrow,46,72,PG,107,2004,Sky Captain and the World of Tomorrow,9,17,2004,70000000,37760080
I Spy,33,15,PG-13,97,2002,I Spy,11,1,2002,70000000,33561137
Bad Company,36,10,PG-13,116,2002,Bad Company,6,7,2002,70000000,30157016
Doom,35,19,R,104,2005,Doom,10,21,2005,70000000,28212337
Escape Plan,58,49,R,115,2013,Escape Plan,10,18,2013,70000000,25213103
Killer Elite,43,25,R,117,2011,Killer Elite,9,23,2011,70000000,25124986
Hard Rain,34,25,R,96,1998,Hard Rain,1,16,1998,70000000,19870567
Hart's War,48,60,R,128,2002,Harts War,2,15,2002,70000000,19076815
Rollerball,14,3,PG-13,98,2002,Rollerball,2,8,2002,70000000,18990542
The Legend of Hercules,42,3,PG-13,99,2014,The Legend of Hercules,1,10,2014,70000000,18155807
Ballistic: Ecks vs. Sever,17,0,R,91,2002,Ballistic Ecks vs Sever,9,20,2002,70000000,14294842
Osmosis Jones,41,55,PG,95,2001,Osmosis Jones,8,10,2001,70000000,13596911
The Monuments Men,52,34,PG-13,112,2013,The Monuments Men,2,7,2014,70000000,7000000
Basic Instinct 2,26,7,R,117,2006,Basic Instinct 2,3,31,2006,70000000,5946136
Agora,65,53,R,126,2009,Agora,5,28,2010,70000000,619423
Despicable Me,82,81,PG,95,2010,Despicable Me,7,9,2010,69000000,251513985
Dinner for Schmucks,43,42,PG-13,114,2010,Dinner for Schmucks,7,30,2010,69000000,73026337
The Twilight Saga: Eclipse,60,49,PG-13,124,2010,The Twilight Saga Eclipse,6,30,2010,68000000,300531751
The Sum of All Fears,50,59,PG-13,118,2002,The Sum of All Fears,5,31,2002,68000000,118471320
The Score,67,73,R,123,2001,The Score,7,13,2001,68000000,71069884
Money Train,29,22,R,110,1995,Money Train,11,22,1995,68000000,35324232
Dreamcatcher,36,30,R,134,2003,Dreamcatcher,3,21,2003,68000000,33685268
Mystery Men,58,60,PG-13,121,1999,Mystery Men,8,6,1999,68000000,29762011
The Insider,91,96,R,157,1999,The Insider,11,5,1999,68000000,28965197
Body of Lies,62,54,R,128,2008,Body of Lies,10,10,2008,67500000,39394666
Abraham Lincoln: Vampire Hunter,51,35,R,105,2012,Abraham Lincoln Vampire Hunter,6,22,2012,67500000,37519139
That's My Boy,53,20,R,116,2012,Thats My Boy,6,15,2012,67500000,36931089
Last Man Standing,53,37,R,89,1996,Last Man Standing,9,20,1996,67000000,18115927
The Last Legion,34,16,PG-13,101,2007,The Last Legion,8,17,2007,67000000,5932060
Entrapment,51,38,PG-13,113,1999,Entrapment,4,30,1999,66000000,87707396
Saving Private Ryan,95,92,R,169,1998,Saving Private Ryan,7,24,1998,65000000,216335085
