Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
The Original Kings of Comedy,3000000,38168022,2000,8,18,The Original Kings of Comedy,79.0,86.0,111.0,Steve Harvey,D.L. Hughley,Cedric the Entertainer,tt0236388,76.0,English,Spike Lee,"Comedy, Documentary",6.6,4311.0,0,1,0,4
Waking Ned Devine,3000000,24793251,1998,11,20,Waking Ned Devine,89.0,83.0,90.0,Ian Bannen,David Kelly,Fionnula Flanagan,tt0166396,71.0,"English, Latin, Irish",Kirk Jones,Comedy,7.4,18634.0,1,0,0,4
Bowling for Columbine,3000000,21576018,2002,10,11,Bowling for Columbine,83.0,96.0,123.0,Michael Moore,Charlton Heston,Matt Stone,tt0310793,72.0,English,Michael Moore,"Documentary, History",8.1,105378.0,0,1,0,4
Super Troopers,3000000,18492362,2002,2,15,Super Troopers,90.0,35.0,103.0,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,tt0247745,48.0,"English, German, French",Jay Chandrasekhar,"Comedy, Crime, Mystery",7.1,60376.0,0,1,0,4
Pokemon 3: The Movie,3000000,17052128,2001,4,6,Pokemon 3: The Movie,51.0,22.0,73.0,Veronica Taylor,Rachael Lillis,Eric Stuart,tt0266860,22.0,English,"Michael Haigney, Kunihiko Yuyama","Animation, Action, Adventure",5.2,6208.0,1,0,0,4
Dave Chappelle's Block Party,3000000,11718595,2006,3,3,Dave Chappelle's Block Party,74.0,92.0,105.0,Dave Chappelle,Kanye West,Mos Def,tt0425598,84.0,English,Michel Gondry,"Documentary, Comedy, Music",7.2,6974.0,0,1,0,4
Next Day Air,3000000,10027047,2009,5,8,Next Day Air,31.0,21.0,84.0,Donald Faison,Mike Epps,Darius McCrary,tt1097013,46.0,English,Benny Boom,"Action, Comedy, Crime",5.9,7348.0,0,1,0,4
The Deep End,3000000,8823109,2001,8,8,The Deep End,59.0,82.0,99.0,Tilda Swinton,Goran Visnjic,Jonathan Tucker,tt0250323,78.0,English,"Scott McGehee, David Siegel","Crime, Drama, Mystery",6.7,8564.0,0,1,0,2
Phat Girlz,3000000,7061128,2006,4,7,Phat Girlz,64.0,23.0,98.0,Mo'Nique,Jimmy Jean-Louis,Godfrey,tt0490196,36.0,English,Nnegest Likké,Comedy,2.8,7893.0,1,0,0,4
Real Women Have Curves,3000000,5853194,2002,10,18,Real Women Have Curves,75.0,83.0,93.0,America Ferrera,Lupe Ontiveros,Ingrid Oliu,tt0296166,71.0,"English, Spanish",Patricia Cardoso,"Comedy, Drama",7.0,5509.0,1,0,0,4
Gallipoli,3000000,5732587,1981,8,28,Gallipoli,83.0,88.0,110.0,Mel Gibson,Mark Lee,Harold Hopkins,tt0082432,65.0,English,Peter Weir,"Adventure, Drama, History",7.6,24255.0,1,0,0,4
Water,3000000,5529144,2006,4,28,Water,90.0,91.0,117.0,Seema Biswas,Lisa Ray,John Abraham,tt0240200,77.0,"Hindi, Sanskrit",Deepa Mehta,"Drama, Romance",7.8,10530.0,1,0,0,4
Whipped,3000000,4142507,2000,9,1,Whipped,33.0,13.0,85.0,Amanda Peet,Brian Van Holt,Judah Domke,tt0174336,10.0,"English, Italian",Peter M. Cohen,"Comedy, Romance",4.4,3519.0,0,1,0,4
Please Give,3000000,4033574,2010,4,30,Please Give,64.0,87.0,90.0,Catherine Keener,Oliver Platt,Amanda Peet,tt0878835,78.0,English,Nicole Holofcener,"Comedy, Drama",6.6,8529.0,0,1,0,4
8 Heads in a Duffel Bag,3000000,3602884,1997,4,18,8 Heads in a Duffel Bag,35.0,11.0,95.0,Joe Pesci,Andy Comeau,Kristy Swanson,tt0118541,15.0,"English, Spanish",Tom Schulman,"Comedy, Crime",5.2,7095.0,0,1,0,4
Thirteen Conversations About One Thing,3000000,3287435,2002,5,24,13 Conversations About One Thing,71.0,82.0,104.0,Matthew McConaughey,John Turturro,Alan Arkin,tt0268690,74.0,"English, German, Italian",Jill Sprecher,Drama,7.1,7747.0,0,1,0,4
Jawbreaker,3000000,3076820,1999,2,19,Jawbreaker,54.0,7.0,87.0,Rose McGowan,Rebecca Gayheart,Julie Benz,tt0155776,22.0,English,Darren Stein,"Comedy, Crime, Thriller",5.3,14455.0,0,1,0,4
Tsotsi,3000000,2912606,2006,2,24,Tsotsi (Thug),86.0,82.0,91.0,Presley Chweneyagae,Terry Pheto,Kenneth Nkosi,tt0468565,70.0,"Zulu, Xhosa, Afrikaans, English",Gavin Hood,"Crime, Drama",7.3,21987.0,0,1,0,4
Letters to God,3000000,2848587,2010,4,9,Letters To God,74.0,25.0,110.0,Tanner Maguire,Jeffrey S.S. Johnson,Robyn Lively,tt1462054,31.0,English,"David Nixon, Patrick Doughtie","Drama, Family",6.0,2932.0,1,0,0,4
Happiness,3000000,2746453,1998,10,16,Happiness,89.0,85.0,80.0,Jane Adams (II),Dylan Baker,Lara Flynn Boyle,tt0147612,81.0,"English, Russian",Todd Solondz,"Comedy, Drama",7.8,46096.0,0,1,0,4
Central do Brasil,2900000,5969553,1998,11,20,Central Station (Central do Brasil),94.0,94.0,110.0,Fernanda Montenegro,Marilia Pera,Vinicius de Oliveira,tt0140888,80.0,"Portuguese, German",Walter Salles,Drama,8.0,24920.0,0,1,0,4
High Tension,2850000,3681066,2005,6,10,High Tension (Switchblade Romance),67.0,41.0,85.0,Cecile De France,Maiwenn Le Besco,Philippe Nahon,tt0338095,42.0,"French, English, Italian",Alexandre Aja,Horror,6.9,44487.0,0,1,0,4
Hustle & Flow,2800000,22202809,2005,7,22,Hustle & Flow,82.0,82.0,116.0,Terrence Howard,Anthony Anderson,Taryn Manning,tt0410097,68.0,English,Craig Brewer,"Crime, Drama, Music",7.4,28624.0,0,1,0,4
Ulee's Gold,2700000,9054736,1997,6,13,Ulee's Gold,75.0,94.0,111.0,Peter Fonda,Patricia Richardson,Jessica Biel,tt0120402,77.0,English,Victor Nunez,Drama,7.1,5162.0,0,1,0,4
Riding Giants,2600000,2276368,2004,7,9,Riding Giants,94.0,93.0,105.0,Sean Penn,Sam George,Dick Brewer,tt0389326,80.0,English,Stacy Peralta,"Documentary, History, Sport",7.9,3251.0,1,0,0,4
A Haunted House,2500000,40041683,2013,1,11,A Haunted House,53.0,10.0,86.0,Marlon Wayans,Essence Atkins,Cedric the Entertainer,tt2243537,20.0,"English, Spanish",Michael Tiddes,"Comedy, Horror",5.0,22024.0,0,1,0,4
Garden State,2500000,26782316,2004,7,28,Garden State,88.0,86.0,102.0,Zach Braff,Natalie Portman,Peter Sarsgaard,tt0333766,67.0,English,Zach Braff,"Comedy, Drama, Romance",7.7,163611.0,0,1,0,2
That Thing You Do!,2500000,25857416,1996,10,4,That Thing You Do!,78.0,93.0,110.0,Tom Everett Scott,Liv Tyler,Johnathon Schaech,tt0117887,71.0,English,Tom Hanks,"Comedy, Drama, Music",6.8,41841.0,1,0,0,4
Halloween II,2500000,25533818,1981,10,30,Halloween II,64.0,29.0,93.0,Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,tt0082495,44.0,English,Rick Rosenthal,"Horror, Thriller",6.5,38142.0,0,1,0,4
My Own Private Idaho,2500000,6401336,1991,9,29,My Own Private Idaho,81.0,86.0,105.0,River Phoenix,Keanu Reeves,James Russo,tt0102494,77.0,"English, Italian",Gus Van Sant,"Drama, Romance",7.1,29584.0,0,1,0,6
Before Sunrise,2500000,5274005,1995,1,27,Before Sunrise,93.0,100.0,101.0,Ethan Hawke,Julie Delpy,Albert Delpy,tt0112471,77.0,"English, German, French",Richard Linklater,"Drama, Romance",8.1,113867.0,0,1,0,4
Jesus' Son,2500000,1282084,2000,6,16,Jesus' Son,83.0,81.0,107.0,Billy Crudup,Samantha Morton,Denis Leary,tt0186253,76.0,English,Alison Maclean,Drama,7.0,5771.0,0,1,0,4
Thr3e,2400000,1008849,2007,1,5,THR3E,51.0,5.0,105.0,Marc Blucas,Laura Jordan,Justine Waddell,tt0486028,34.0,English,Robby Henson,"Drama, Horror, Mystery",5.0,3773.0,1,0,0,4
Courageous,2000000,34522221,2011,9,30,Courageous,87.0,30.0,129.0,Alex Kendrick,Renee Jewell,"Rusty Martin, Jr.",tt1630036,42.0,English,Alex Kendrick,Drama,6.9,10629.0,1,0,0,4
Nancy Drew,2000000,25584685,2007,6,15,Nancy Drew,59.0,50.0,98.0,Emma Roberts,Josh Flitter,Rachael Leigh Cook,tt0479500,53.0,English,Andrew Fleming,"Comedy, Crime, Family",5.9,12644.0,1,0,0,4
Boys Don't Cry,2000000,11540607,1999,10,8,Boys Don't Cry,87.0,88.0,116.0,Hilary Swank,Chloe Sevigny,Peter Sarsgaard,tt0171804,86.0,English,Kimberly Peirce,"Biography, Drama",7.6,63200.0,0,1,0,4
Machete Kills,2000000,8008161,2013,10,11,Machete Kills,39.0,29.0,108.0,Danny Trejo,Michelle Rodriguez,Sofia Vergara,tt2002718,41.0,"English, Spanish",Robert Rodriguez,"Action, Comedy, Crime",5.8,26507.0,0,1,0,4
Smoke Signals,2000000,6719300,1998,6,26,Smoke Signals,82.0,86.0,88.0,Adam Beach,Evan Adams,Irene Bedard,tt0120321,76.0,English,Chris Eyre,"Comedy, Drama",7.2,7180.0,1,0,0,4
Winter's Bone,2000000,6531503,2010,6,11,Winter's Bone,76.0,94.0,99.0,Jennifer Lawrence,John Hawkes,Kevin Breznahan,tt1399683,90.0,English,Debra Granik,Drama,7.2,86597.0,0,1,0,4
American Splendor,2000000,6003587,2003,8,15,American Splendor,87.0,94.0,100.0,Paul Giamatti,Hope Davis,Harvey Pekar,tt0305206,90.0,English,"Shari Springer Berman, Robert Pulcini","Biography, Comedy, Drama",7.6,36963.0,0,1,0,4
Before Sunset,2000000,5792822,2004,7,2,Before Sunset,92.0,95.0,80.0,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,tt0381681,90.0,"English, French",Richard Linklater,"Drama, Romance",8.1,111354.0,0,1,1,4
Amores Perros,2000000,5383834,2001,3,30,Amores Perros,94.0,92.0,153.0,Emilio Echeverria,Gael Garcia Bernal,Goya Toledo,tt0245712,83.0,Spanish,Alejandro González Iñárritu,"Drama, Thriller",8.2,129141.0,0,1,0,4
Thirteen,2000000,4601043,2003,8,20,Thirteen,77.0,81.0,100.0,Holly Hunter,Evan Rachel Wood,Nikki Reed,tt0328538,70.0,"English, Spanish, Portuguese",Catherine Hardwicke,"Biography, Drama",6.9,55530.0,0,1,0,2
Touching the Void,2000000,4593598,2004,1,23,Touching the Void,92.0,93.0,106.0,Brendan Mackey,Nicholas Aaron,Joe Simpson,tt0379557,82.0,English,Kevin Macdonald,"Documentary, Adventure, Drama",8.1,20101.0,0,1,0,4
Inside Job,2000000,4311834,2010,10,8,Inside Job,91.0,98.0,108.0,Matt Damon,William Ackman,Daniel Alpert,tt1645089,88.0,English,Charles Ferguson,"Documentary, Crime",8.3,41267.0,1,0,0,4
Me and You and Everyone We Know,2000000,3885134,2005,6,17,Me and You and Everyone We Know,85.0,81.0,90.0,John Hawkes,Miranda July,Miles Thompson,tt0415978,76.0,English,Miranda July,"Comedy, Drama",7.4,27617.0,0,1,0,4
Harsh Times,2000000,3337931,2006,11,10,Harsh Times,56.0,48.0,115.0,Christian Bale,Freddy Rodriguez,Eva Longoria,tt0433387,56.0,"English, Spanish, Korean",David Ayer,"Action, Crime, Drama",7.0,44096.0,0,1,1,4
Ghost Dog: Way of the Samurai,2000000,3330230,2000,3,3,Ghost Dog - The Way of the Samurai,86.0,82.0,116.0,Forest Whitaker,John Tormey,Cliff Gorman,tt0165798,67.0,"English, French",Jim Jarmusch,"Action, Crime, Drama",7.6,58217.0,0,1,0,4
Full Frontal,2000000,2512846,2002,8,2,Full Frontal,28.0,38.0,101.0,David Duchovny,Nicky Katt,Catherine Keener,tt0290212,45.0,English,Steven Soderbergh,"Comedy, Romance",4.8,8081.0,0,1,0,4
Waltz with Bashir,2000000,2283849,2008,12,25,Waltz with Bashir,90.0,96.0,90.0,Ari Folman,Ori Sivan,Roni Dayag,tt1185616,91.0,"Hebrew, Arabic, German, English",Ari Folman,"Documentary, Animation, Biography",8.0,37271.0,0,1,1,3
Strangers with Candy,2000000,2072645,2006,6,28,Strangers with Candy,56.0,52.0,97.0,Amy Sedaris,Deborah Rush,Carlo Alban,tt0369994,57.0,English,Paul Dinello,Comedy,6.0,6267.0,0,1,0,2
Shortbus,2000000,1985292,2006,10,4,Shortbus,78.0,66.0,101.0,Sook-Yin Lee,Paul Dawson,Lindsay Beamish,tt0367027,64.0,English,John Cameron Mitchell,"Comedy, Drama, Romance",6.6,23383.0,0,1,0,2
Hamlet,2000000,1577287,2000,5,12,Hamlet,0.0,71.0,178.0,Campbell Scott,Blair Brown,Jamey Sheridan,tt0243951,67.0,English,"Campbell Scott, Eric Simonson",Drama,6.1,195.0,0,1,0,4
No End In Sight,2000000,1433319,2007,7,27,No End in Sight,94.0,95.0,102.0,Campbell Scott,Richard Armitage,James Fallows,tt0912593,89.0,"English, Arabic",Charles Ferguson,"Documentary, War",8.3,6472.0,0,1,0,4
In the Shadow of the Moon,2000000,1134358,2007,9,7,In the Shadow of the Moon,91.0,94.0,96.0,Charlie Duke,Capt. James Lovell,Ron Howard,tt0925248,84.0,"English, French, Japanese",David Sington,"Documentary, History",8.1,4586.0,1,0,0,4
Man on Wire,1900000,2962242,2008,7,25,Man on Wire,87.0,100.0,94.0,Philippe Petit,Jean-Louis Blondeau,Annie Allix,tt1155592,89.0,"English, French",James Marsh,"Documentary, Biography",8.0,26409.0,1,0,0,4
Nowhere Boy,1900000,1445366,2010,10,8,Nowhere Boy,74.0,79.0,98.0,Aaron Taylor-Johnson,Kristin Scott Thomas,Thomas Sangster,tt1266029,67.0,English,Sam Taylor-Johnson,"Biography, Drama, Music",7.2,22206.0,0,1,0,4
Northfork,1900000,1420578,2003,7,11,Northfork,67.0,56.0,103.0,James Woods,Nick Nolte,Claire Forlani,tt0322659,64.0,English,Michael Polish,"Drama, Fantasy",6.4,4638.0,1,0,0,4
The Last Exorcism,1800000,41034350,2010,8,27,The Last Exorcism,34.0,72.0,87.0,Patrick Fabian,Ashley Bell,Iris Bahr,tt1320244,63.0,English,Daniel Stamm,"Drama, Horror, Thriller",5.6,33522.0,1,0,0,4
A Nightmare on Elm Street,1800000,25504513,1984,11,9,A Nightmare on Elm Street,83.0,96.0,91.0,John Saxon,Ronee Blakely,Heather Langenkamp,tt0087800,78.0,English,Wes Craven,Horror,7.5,107536.0,0,1,1,4
Beasts of the Southern Wild,1800000,12795746,2012,6,27,Beasts of the Southern Wild,76.0,86.0,91.0,Quvenzhane Wallis,Dwight Henry,Lowell Landes,tt2125435,86.0,English,Benh Zeitlin,"Drama, Fantasy",7.3,54546.0,1,0,0,2
Songcatcher,1800000,3050934,2001,6,15,Songcatcher,78.0,74.0,112.0,Janet McTeer,Aidan Quinn,Pat Carroll,tt0210299,63.0,English,Maggie Greenwald,"Drama, Music",7.2,2586.0,1,0,1,4
Run Lola Run,1750000,7267324,1999,6,18,Run Lola Run (Lola rennt),90.0,93.0,81.0,Franka Potente,Moritz Bleibtreu,Herbert Knaup,tt0130827,77.0,"German, English, Japanese",Tom Tykwer,"Action, Crime, Thriller",7.8,137806.0,0,1,0,4
In the Bedroom,1700000,35930604,2001,11,23,In the Bedroom,81.0,93.0,131.0,Sissy Spacek,Tom Wilkinson,Nick Stahl,tt0247425,86.0,"English, Serbo-Croatian",Todd Field,"Crime, Drama",7.5,28679.0,0,1,1,4
"Happy, Texas",1700000,2039192,1999,10,1,"Happy, Texas",55.0,81.0,104.0,Jeremy Northam,Steve Zahn,William H. Macy,tt0162360,62.0,English,Mark Illsley,"Comedy, Crime, Romance",6.3,8115.0,1,0,0,4
My Summer of Love,1700000,1000915,2005,6,17,My Summer of Love,70.0,90.0,87.0,Natalie Press,Emily Blunt,Paddy Considine,tt0382189,82.0,English,Pawel Pawlikowski,"Drama, Romance",6.8,13398.0,0,1,0,4
Insidious,1500000,54009150,2011,4,1,Insidious,61.0,66.0,102.0,Patrick Wilson,Rose Byrne,Lin Shaye,tt1591095,52.0,English,James Wan,"Horror, Thriller",6.8,121132.0,1,0,0,4
Cabin Fever,1500000,21158188,2003,9,12,Cabin Fever,44.0,63.0,92.0,Jordan Ladd,James DeBello,Rider Strong,tt0303816,56.0,English,Eli Roth,Horror,5.6,51070.0,0,1,0,4
Waitress,1500000,19097550,2007,5,2,Waitress,74.0,89.0,107.0,Keri Russell,Nathan Fillion,Cheryl Hines,tt0473308,75.0,English,Adrienne Shelly,"Comedy, Drama, Romance",7.1,32234.0,1,0,0,2
The Squid and the Whale,1500000,7372734,2005,10,5,The Squid and the Whale,81.0,93.0,81.0,Jeff Daniels,Laura Linney,Jesse Eisenberg,tt0367089,82.0,English,Noah Baumbach,"Comedy, Drama",7.4,49939.0,0,1,0,2
Kissing Jessica Stein,1500000,7025722,2002,3,13,Kissing Jessica Stein,65.0,84.0,94.0,Jennifer Westfeldt,Heather Juergensen,Scott Cohen,tt0264761,72.0,English,Charles Herman-Wurmfeld,"Comedy, Drama, Romance",6.7,12184.0,0,1,0,2
The To Do List,1500000,3491669,2013,7,26,The To Do List,48.0,52.0,104.0,Aubrey Plaza,Johnny Simmons,Bill Hader,tt1758795,61.0,English,Maggie Carey,Comedy,5.8,13312.0,0,1,0,4
The Gatekeepers,1500000,2408553,2013,2,1,The Gatekeepers,79.0,93.0,101.0,Ami Ayalon,Avi Dichter,Yuval Diskin,tt2309788,91.0,"English, Hebrew",Dror Moreh,Documentary,7.6,2911.0,1,0,0,4
Buffalo '66,1500000,2380606,1998,6,26,Buffalo 66,88.0,78.0,110.0,Vincent Gallo,Christina Ricci,Ben Gazzara,tt0118789,68.0,English,Vincent Gallo,"Comedy, Crime, Drama",7.5,30203.0,0,1,0,4
Repo Man,1500000,2300000,1984,3,2,Repo Man,79.0,98.0,93.0,Harry Dean Stanton,Emilio Estevez,Olivia Barash,tt0087995,75.0,"English, Spanish",Alex Cox,"Comedy, Crime, Sci-Fi",6.9,20285.0,0,1,0,4
Blood Simple,1500000,1690913,1985,1,18,Blood Simple,89.0,94.0,97.0,John Getz,Frances McDormand,Dan Hedaya,tt0086979,81.0,English,"Joel Coen, Ethan Coen","Crime, Thriller",7.7,53912.0,0,1,0,4
Nueve Reinas,1500000,1222889,2002,4,19,Nine Queens (Nueve reinas),94.0,92.0,115.0,Ricardo Darin,Gaston Pauls,Leticia Bredice,tt0247586,80.0,Spanish,Fabián Bielinsky,"Crime, Drama, Thriller",7.9,27161.0,0,1,0,4
"Lock, Stock and Two Smoking Barrels",1350000,3897569,1999,3,5,"Lock, Stock and Two Smoking Barrels",93.0,76.0,105.0,Jason Flemyng,Dexter Fletcher,Nick Moran,tt0120735,66.0,English,Guy Ritchie,"Comedy, Crime",8.2,299414.0,0,1,0,4
Saw,1200000,55185045,2004,10,29,Saw II,59.0,36.0,92.0,Donnie Wahlberg,Tobin Bell,Shawnee Smith,tt0432348,40.0,English,Darren Lynn Bousman,Horror,6.6,147770.0,0,1,0,4
Monsoon Wedding,1200000,13876974,2002,2,22,Monsoon Wedding,87.0,95.0,114.0,Naseeruddin Shah,Lillete Dubey,Shefali Shetty,tt0265343,77.0,"Hindi, English",Mira Nair,"Comedy, Drama, Romance",7.4,16750.0,0,1,0,4
You Can Count on Me,1200000,9180275,2000,11,10,You Can Count On Me,89.0,95.0,109.0,Laura Linney,Mark Ruffalo,Rory Culkin,tt0203230,85.0,English,Kenneth Lonergan,Drama,7.8,19177.0,0,1,1,4
Reservoir Dogs,1200000,2832029,1992,10,23,Reservoir Dogs,94.0,92.0,98.0,Harvey Keitel,Tim Roth,Michael Madsen,tt0105236,78.0,English,Quentin Tarantino,"Crime, Thriller",8.4,448818.0,0,1,0,4
But I'm a Cheerleader,1200000,2205627,2000,7,7,But I'm A Cheerleader,75.0,34.0,81.0,Natasha Lyonne,Cathy Moriarty,Bud Cort,tt0179116,39.0,English,Jamie Babbit,"Comedy, Drama, Romance",6.5,16110.0,0,1,0,4
Waiting...,1125000,16124543,2005,10,7,Waiting,75.0,31.0,94.0,Areen Omari,Mohmaud Massad,Yousset Baroud,tt0348333,30.0,"English, German",Rob McKittrick,Comedy,6.8,65838.0,0,1,0,4
Wolf Creek,1100000,16186348,2005,12,25,Wolf Creek,49.0,53.0,98.0,John Jarratt,Nathan Phillips,Cassandra Magrath,tt0416315,54.0,"English, Swedish",Greg Mclean,Horror,6.3,43560.0,0,1,1,6
The Devil Inside,1000000,53261944,2012,1,6,The Devil Inside,22.0,6.0,83.0,Fernanda Andrade,Simon Quarterman,Evan Helmuth,tt1560985,18.0,English,William Brent Bell,Horror,4.1,25584.0,0,1,0,4
Cry Wolf,1000000,10047674,2005,9,16,Cry Wolf,52.0,23.0,91.0,Lindy Booth,Julian Morris,Jared Padalecki,tt0384286,39.0,English,Jeff Wadlow,"Drama, Horror, Mystery",5.9,19877.0,1,0,0,4
Blue Valentine,1000000,9737892,2010,12,29,Blue Valentine,77.0,87.0,114.0,Ryan Gosling,Michelle Williams,Faith Wladyka,tt1120985,81.0,English,Derek Cianfrance,"Drama, Romance",7.4,106248.0,0,1,0,2
Transamerica,1000000,9015303,2005,12,2,Transamerica,83.0,76.0,103.0,Felicity Huffman,Kevin Zegers,Fionnula Flanagan,tt0407265,66.0,"English, Spanish",Duncan Tucker,"Adventure, Comedy, Drama",7.5,31751.0,0,1,0,4
October Baby,1000000,5355847,2012,3,23,October Baby,81.0,22.0,108.0,Rachel Hendrix,Jason Burkey,John Schneider,tt1720182,32.0,English,"Andrew Erwin, Jon Erwin",Drama,6.7,4360.0,1,0,0,4
"Next Stop, Wonderland",1000000,3395581,1998,8,21,Next Stop Wonderland,75.0,74.0,95.0,Hope Davis,Alan Gelfant,Victor Argo,tt0119778,71.0,English,Brad Anderson,"Comedy, Drama, Romance",6.7,3731.0,0,1,0,4
Martha Marcy May Marlene,1000000,2981038,2011,10,21,Martha Marcy May Marlene,71.0,90.0,102.0,Elizabeth Olsen,Christopher Abbott,Brady Corbet,tt1441326,76.0,English,Sean Durkin,"Drama, Thriller",7.0,30888.0,0,1,0,4
Junebug,1000000,2678010,2005,8,3,Junebug,74.0,86.0,106.0,Amy Adams,Embeth Davidtz,Benjamin McKenzie,tt0418773,80.0,English,Phil Morrison,"Comedy, Drama",7.1,16786.0,0,1,0,2
Frozen River,1000000,2511476,2008,8,1,Frozen River,74.0,87.0,97.0,Melissa Leo,Misty Upham,Charlie McDermott,tt0978759,82.0,"English, French, Chinese, Urdu",Courtney Hunt,"Crime, Drama",7.2,18907.0,0,1,0,4
Two Girls and a Guy,1000000,2057193,1998,4,24,Two Girls and a Guy,43.0,52.0,84.0,Robert Downey Jr.,Heather Graham,Natasha Gregson Wagner,tt0124179,66.0,English,James Toback,"Comedy, Drama",5.6,5238.0,0,1,0,4
Walking and Talking,1000000,1287480,1996,7,17,Walking and Talking,72.0,86.0,83.0,Catherine Keener,Anne Heche,Todd Field,tt0118113,67.0,English,Nicole Holofcener,"Drama, Comedy, Romance",6.8,2307.0,0,1,0,2
Bubba Ho-Tep,1000000,1239183,2003,9,19,Bubba Ho-Tep,79.0,79.0,92.0,Bruce Campbell,Ossie Davis,Ella Joyce,tt0281686,57.0,"English, German",Don Coscarelli,"Comedy, Drama, Fantasy",7.2,34385.0,0,1,0,4
No Man's Land,1000000,1067481,2001,12,7,No Man's Land,93.0,93.0,98.0,Branco Djuric,Rene Bitorajac,Filip Sovagovic,tt0283509,84.0,Bosnian,Danis Tanovic,"Drama, War",8.0,32554.0,0,1,0,4
Hard Candy,950000,1024640,2006,4,14,Hard Candy,78.0,68.0,104.0,Patrick Wilson,Ellen Page,Sandra Oh,tt0424136,58.0,English,David Slade,"Drama, Thriller",7.2,106801.0,0,1,0,4
Time Changer,825000,1500711,2002,10,25,Time Changer,73.0,22.0,95.0,D. David Morin,Gavin MacLeod,Hal Linden,tt0295725,26.0,English,Rich Christiano,"Drama, Sci-Fi",5.5,1454.0,1,0,0,4
Jodaeiye Nader az Simin,800000,7098492,2011,12,30,A Separation,92.0,99.0,123.0,Leila Hatami,Peyman Moadi,Shahab Hosseini,tt1832382,95.0,Persian,Asghar Farhadi,Drama,8.5,103033.0,1,0,1,4
Welcome to the Dollhouse,800000,4198137,1996,5,10,Welcome to the Dollhouse,86.0,90.0,88.0,Heather Matarazzo,Daria Kalinina,Matthew Faber,tt0114906,83.0,English,Todd Solondz,"Comedy, Drama",7.5,22106.0,0,1,0,4
Raising Victor Vargas,800000,2073984,2003,3,28,Raising Victor Vargas,84.0,96.0,88.0,Victor Rasuk,Judy Marte,Melonie Diaz,tt0316188,83.0,"English, Spanish",Peter Sollett,"Drama, Romance",7.2,4491.0,0,1,0,4
Saints and Soldiers,780000,1310470,2004,8,6,Saints and Soldiers,79.0,65.0,90.0,Corbin Allred,Larry Bagby III,Kirby Heyborne,tt0373283,56.0,"English, German",Ryan Little,"Action, Adventure, Drama",6.9,15073.0,1,0,0,4
Aqua Teen Hunger Force: The Movie,750000,5520368,2007,4,13,Aqua Teen Hunger Force Colon Movie Film for Theatres,68.0,48.0,86.0,Dana Snyder,Dave Willis,Carey Means,tt0455326,54.0,English,"Matt Maiellaro, Dave Willis","Animation, Action, Adventure",7.0,11307.0,0,1,0,4
Safety Not Guaranteed,750000,4010957,2012,6,8,Safety Not Guaranteed,81.0,91.0,86.0,Aubrey Plaza,Mark Duplass,Jake M. Johnson,tt1862079,72.0,English,Colin Trevorrow,"Comedy, Drama, Romance",7.1,67399.0,0,1,1,4
Rize,700000,3278611,2005,6,24,Rize,85.0,83.0,85.0,Tommy the Clown,Lil Tommy,Larry,tt0436724,74.0,English,David LaChapelle,"Documentary, Music",7.1,2643.0,1,0,0,4
L.I.E.,700000,1140965,2001,9,7,What Lies Beneath,59.0,46.0,130.0,Harrison Ford,Michelle Pfeiffer,Diana Scarwid,tt0161081,51.0,English,Robert Zemeckis,"Drama, Horror, Mystery",6.6,82592.0,1,0,0,4
The Blair Witch Project,600000,140539099,1999,7,14,The Blair Witch Project,55.0,87.0,87.0,Heather Donahue,Michael Williams,Joshua Leonard,tt0185937,81.0,English,"Daniel Myrick, Eduardo Sánchez","Horror, Mystery",6.4,147444.0,0,1,0,2
Fireproof,500000,33456317,2008,9,26,Fireproof,83.0,40.0,118.0,Kirk Cameron,Erin Bethea,Ken Bevel,tt1129423,28.0,English,Alex Kendrick,"Drama, Romance",6.5,11892.0,1,0,0,4
Open Water,500000,30500882,2004,8,6,Open Water,32.0,72.0,79.0,Blanchard Ryan,Daniel Travis,Saul Stein,tt0374102,63.0,English,Chris Kentis,"Biography, Drama, Thriller",5.7,35874.0,0,1,0,4
Mad Hot Ballroom,500000,8117961,2005,5,13,Mad Hot Ballroom,84.0,84.0,110.0,Sid Grant,Tara Devon Gallagher,Yomaira Reynoso,tt0438205,71.0,"English, Spanish",Marilyn Agrelo,"Documentary, Family, Music",7.6,2992.0,1,0,0,4
The Station Agent,500000,5801558,2003,10,3,The Station Agent,90.0,95.0,90.0,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,tt0340377,81.0,"English, Spanish",Thomas McCarthy,"Comedy, Drama",7.8,44123.0,0,1,0,4
